,Portfolio,NAME,WEIGHT,FUND_SDG01_ACHIEVE_SIGNAL,FUND_SDG02_ACHIEVE_SIGNAL,FUND_SDG03_ACHIEVE_SIGNAL,FUND_SDG04_ACHIEVE_SIGNAL,FUND_SDG05_ACHIEVE_SIGNAL,FUND_SDG06_ACHIEVE_SIGNAL,FUND_SDG07_ACHIEVE_SIGNAL,FUND_SDG08_ACHIEVE_SIGNAL,FUND_SDG09_ACHIEVE_SIGNAL,FUND_SDG10_ACHIEVE_SIGNAL,FUND_SDG11_ACHIEVE_SIGNAL,FUND_SDG12_ACHIEVE_SIGNAL,FUND_SDG13_ACHIEVE_SIGNAL,FUND_SDG14_ACHIEVE_SIGNAL,FUND_SDG15_ACHIEVE_SIGNAL,FUND_SDG16_ACHIEVE_SIGNAL,FUND_SDG17_ACHIEVE_SIGNAL
0,Cyber Security,"F5, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Cyber Security,"VMWARE, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Cyber Security,ACCENTURE PUBLIC LIMITED COMPANY,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Cyber Security,INTERNATIONAL BUSINESS MACHINES CORPORATION,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Cyber Security,"AKAMAI TECHNOLOGIES, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Cyber Security,"CISCO SYSTEMS, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Cyber Security,"JUNIPER NETWORKS, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Cyber Security,CACI INTERNATIONAL INC.,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Cyber Security,CHECK POINT SOFTWARE TECHNOLOGIES LTD.,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Cyber Security,"CITRIX SYSTEMS, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Cyber Security,INFOSYS LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,Cyber Security,"LEIDOS HOLDINGS, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,Cyber Security,NORTONLIFELOCK INC.,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
13,Cyber Security,"VERISIGN, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,Cyber Security,"FORTINET, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
15,Cyber Security,BOOZ ALLEN HAMILTON HOLDING CORPORATION,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
16,Cyber Security,Qualys Inc,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
17,Cyber Security,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
18,Cyber Security,MIMECAST LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
19,Cyber Security,"TENABLE HOLDINGS, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
20,Cyber Security,CASH,0.015,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Asia Tech,"KULICKE AND SOFFA INDUSTRIES, INC.",0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Asia Tech,UNITED MICROELECTRONICS CORP.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned
2,Asia Tech,Sony Group Corporation,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Asia Tech,INFOSYS LIMITED,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Asia Tech,"LG Display Co., Ltd.",0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Asia Tech,"Taiwan Semiconductor Manufacturing Co., Ltd.",0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Asia Tech,WIPRO LIMITED,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Asia Tech,"BAIDU, INC.",0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Asia Tech,"51JOB, INC.",0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Asia Tech,Himax Technologies Inc,0.04,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
10,Asia Tech,"NETEASE, INC.",0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,Asia Tech,SILICON MOTION TECHNOLOGY CORPORATION,0.04,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
12,Asia Tech,WNS (HOLDINGS) LIMITED,0.04,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13,Asia Tech,FABRINET,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,Asia Tech,Daqo New Energy Corp.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
15,Asia Tech,ALIBABA GROUP HOLDING LIMITED,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
16,Asia Tech,JOYY INC.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
17,Asia Tech,WEIBO CORPORATION,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
18,Asia Tech,"JD.COM, INC.",0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
19,Asia Tech,ATLASSIAN CORPORATION PLC,0.04,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
20,Asia Tech,SEA LIMITED,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
21,Asia Tech,"ASE Technology Holding Co., Ltd.",0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
22,Asia Tech,CASH,0.0144,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Metaverse,"ADVANCED MICRO DEVICES, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Metaverse,Nokia Oyj,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Metaverse,INTERNATIONAL BUSINESS MACHINES CORPORATION,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Metaverse,"AKAMAI TECHNOLOGIES, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Metaverse,QUALCOMM INCORPORATED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Metaverse,MICROSOFT CORPORATION,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Metaverse,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Metaverse,ADOBE INC.,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Metaverse,APPLE INC.,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Metaverse,"BEST BUY CO., INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Metaverse,"LUMEN TECHNOLOGIES, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,Metaverse,MASTERCARD INCORPORATED.,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,Metaverse,NVIDIA CORPORATION,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
13,Metaverse,NORTONLIFELOCK INC.,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,Metaverse,"Taiwan Semiconductor Manufacturing Co., Ltd.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
15,Metaverse,WARNER MUSIC GROUP CORP.,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
16,Metaverse,EBAY INC.,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
17,Metaverse,"META PLATFORMS, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
18,Metaverse,DELL TECHNOLOGIES INC.,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
19,Metaverse,"COINBASE GLOBAL, INC.",0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
20,Metaverse,CASH,0.015,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,US Tech Leaders,"ADVANCED MICRO DEVICES, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,US Tech Leaders,"APPLIED MATERIALS, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,US Tech Leaders,INTERNATIONAL BUSINESS MACHINES CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,US Tech Leaders,INTEL CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,US Tech Leaders,"AUTOMATIC DATA PROCESSING, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,US Tech Leaders,QUALCOMM INCORPORATED,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,US Tech Leaders,"SALESFORCE, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,US Tech Leaders,"CISCO SYSTEMS, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,US Tech Leaders,ORACLE CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,US Tech Leaders,APPLE INC.,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,US Tech Leaders,"MICRON TECHNOLOGY, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,US Tech Leaders,NVIDIA CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,US Tech Leaders,TEXAS INSTRUMENTS INCORPORATED,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
13,US Tech Leaders,VISA INC.,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,US Tech Leaders,"PAYPAL HOLDINGS, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
15,US Tech Leaders,CASH,0.016,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Dogs of the Dow,INTERNATIONAL BUSINESS MACHINES CORPORATION,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Dogs of the Dow,INTEL CORPORATION,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Dogs of the Dow,"MERCK & CO., INC.",0.1,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Dogs of the Dow,JPMORGAN CHASE & CO.,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Dogs of the Dow,AMGEN INC.,0.1,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Dogs of the Dow,3M COMPANY,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Dogs of the Dow,CHEVRON CORPORATION,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Dogs of the Dow,VERIZON COMMUNICATIONS INC.,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Dogs of the Dow,"WALGREENS BOOTS ALLIANCE, INC.",0.1,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Dogs of the Dow,DOW INC.,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Dogs of the Dow,CASH,0.015,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,UK Financials,3I GROUP PLC,0.12,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned
1,UK Financials,INTERMEDIATE CAPITAL GROUP PLC,0.12,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,UK Financials,IG GROUP HOLDINGS PLC,0.12,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,UK Financials,LEGAL & GENERAL GROUP PLC,0.12,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,UK Financials,Plus500 Ltd,0.12,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
